"3.7.0_Index","5.0.0_Index","Name_3.7.0","Name_5.0.0"
"769","1056","object: **Trollsbane**","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"770","","object: **Vorpal Blade**",""
"771","","object: **Snickersnee**",""
"772","","object: **Sunsword**",""
"773","","object: **The Orb of Detection**",""
"774","","object: **The Heart of Ahriman**",""
"775","","object: **The Sceptre of Might**",""
"776","","object: **The Staff of Aesculapius**",""
"777","","object: **The Magic Mirror of Merlin**",""
"778","","object: **The Eyes of the Overworld**",""
"779","","object: **The Mitre of Holiness**",""
"780","872","object: **The Longbow of Diana**","bow"
"781","","object: **The Master Key of Thievery**",""
"782","","object: **The Tsurugi of Muramasa**",""
"783","1087","object: **The Platinum Yendorian Express Card**","tin"
"784","","object: **The Orb of Fate**",""
"785","","object: **The Eye of the Aethiopica**",""
"786","789","","strange object"
"847","1272","cmap: S_stone / Stone substrate","cmap: S_stone / Stone substrate"
"851","1273","cmap: Main wall vertical","cmap: Main wall vertical"
"862","1284","cmap: Doorway","cmap: Doorway"
"863","1285","cmap: Vertical open door","cmap: Vertical open door"
"864","1286","cmap: Horizontal open door","cmap: Horizontal open door"
"865","1287","cmap: Vertical closed door","cmap: Vertical closed door"
"866","1288","cmap: Horizontal closed door","cmap: Horizontal closed door"
"867","1289","cmap: Iron bars","cmap: Iron bars"
"868","1290","cmap: Tree","cmap: Tree"
"869","1291","cmap: Room","cmap: Room"
"870","1292","cmap: Dark room","cmap: Dark room"
"871","1293","cmap: Corridor","cmap: Corridor"
"872","1294","cmap: Lit corridor","cmap: Lit corridor"
"873","1295","cmap: Stairs up","cmap: Stairs up"
"874","1296","cmap: Stairs down","cmap: Stairs down"
"875","1297","cmap: Ladder up","cmap: Ladder up"
"876","1298","cmap: Ladder down","cmap: Ladder down"
"877","1299","cmap: Altar","cmap: Altar"
"878","1304","cmap: Grave","cmap: Grave"
"879","1305","cmap: Throne","cmap: Throne"
"880","1306","cmap: Sink","cmap: Sink"
"881","1307","cmap: Fountain","cmap: Fountain"
"882","1308","cmap: Water","cmap: Water"
"883","1309","cmap: Ice","cmap: Ice"
"884","1310","cmap: Lava","cmap: Lava"
"885","1312","cmap: Drawbridge vertical","cmap: Drawbridge vertical"
"886","1313","cmap: Drawbridge horizontal","cmap: Drawbridge horizontal"
"889","1316","cmap: Air","cmap: Air"
"890","1317","cmap: Cloud","cmap: Cloud"
"891","1318","cmap: Underwater","cmap: Underwater"
"892","1319","cmap: Arrow trap","cmap: Arrow trap"
